no	file name	file number	answer	result_1(0%)	result_2(random)	replace	insert	delete
137	821195001512982	9	自用車就是要要把他	自用車就是要要把他	四就是要要			
138	821195001512982	10	您是用車您	您是用車您	您是用			
139	821195001512982	11	那車主會變嗎	那車主會變嗎	那車主會變			
140	821195001512982	12	唉車牌唉我看一下吼	唉車牌唉我看一下吼	唉車牌一下吼			
141	821195001512982	13	好麻煩您	好麻煩您	好嗎			
142	821195001512982	14	唉車牌是零六五YE	唉車牌是零六五YE	唉車牌另外一			
143	821195001512982	15	登記大名	登記大名	大名			
144	821195001512982	16	呃陳先生我重複一下唉車牌跟你確認喔	呃陳先生我重複一下唉車牌跟你確認喔	呃先生我重複一下唉車牌跟你確認喔			
145	821195001512982	17	零六五dashYE	零六五三YE	零六五帶出來嗯六五三YE			
146	821195001512982	18	嘿英文字YE嘿嘿	嘿英文字YE嘿嘿	嘿英文字YE			
147	821195001512982	19	沒有這個車牌唉還是是Y八六五	沒有這個車牌唉還是CY八六五	沒有這個車牌唉還是是Y八六五			
148	821195001512982	20	喔八六五	喔八六五	好六五六五			
149	821195001512982	21	嘿不好意思	嘿不好意思	嘿			
150	821195001512982	22	喔八六五不好意思	喔八六五不好意思	喔八六五不好意思			
151	821195001512982	23	那登記大名	那登記大名	那登記大名			
152	821195001512982	24	陳健衛健康的健請問是陳健衛先生本人嗎	陳健衛健康的健請問是陳健衛先生本人嗎	車行是陳健衛先生本人嗎			
153	821195001512982	25	唉不是我是修車廠好因為他車子委託我這樣子嘿	唉不是我是修車廠好因為他車子委託我這樣子嘿	唉不是我是修車廠好因為他車子委託我這樣子嘿			
154	821195001512982	26	好您線上稍等不要掛斷好如有需要會由承辦窗口協助說明謝謝	好您線上稍等不要掛斷好如有需要會由承辦窗口協助說明謝謝	好您線上稍等不要掛斷好如有需要會由承辦窗口您謝謝			
155	821195001512984	1	喂您好請問是廖小姐嗎	喂您好請問是廖小姐嗎	好蕭小姐嗎			
156	821195001512984	2	是是是您好	是是是您好	是是是您好是您好			
157	821195001512984	3	您好我這裡是用路人服務中心	您好我這裡是用路人服務中心	您好我這裡是用路人服務中心			
158	821195001512984	4	嘿我可以請問詢問您要問日文譯本的問題	嘿我可以請問詢問您要問日文譯本的問題	嘿我可以請問是要問的問題			
159	821195001512984	5	呃這個沒有辦法線上喔	呃這個沒有辦法線上喔	呃這個沒有線上喔			
160	821195001512984	6	日文譯本的話都一定要在現場辦理所以他現在已經是在日本了	日文譯本的話都一定要在現場辦理所以他現在已經是在日本了	日文譯本的話都一定要在常辦理他現在已經是			
161	821195001512984	7	他已經在日本他忘了帶去	他已經在日本他忘了帶去	他已經在日本他我還去			
162	821195001512984	8	呃我幫你看一下日本當地有沒有其他的協助方式您稍候我一下喔	呃我幫你看一下日本當地有沒有其他的協助方式您稍候我一下喔	呃我幫你看一下日本D有沒有其他的協助方式您稍候我一下喔幫您看一下日本當地有沒有其他的協助方式您稍候我一下喔幫您看一下日本當地有沒有其他的協助方式您稍候我一下喔幫您看一下日本當地有沒有其他的協助方式您稍候我一下喔			
163	821195001512984	9	他在沖繩耶	他在沖繩耶	他在從沖繩耶			
164	821195001512984	10	沖繩嗎沒問題您稍等一下喔	沖繩嗎沒問題您稍等一下喔	從好沒問題下喔			
165	821195001512985	1	台北市區監理所敝姓常很高興為您服務	台北市區監理所敝姓常很高興為您服務	台北市久等高興為您服務			
166	821195001512985	2	喂您好請問一下我要驗車那需要帶行照嗎	喂您好請問一下我要驗車那需要帶行照嗎	喂您好請問一下我要驗帶行照嗎			
167	821195001512985	3	要那我對現在如果行照找不到怎麼辦	要那我所以現在如果行照找不到怎麼辦	要那我在如果行照找不到怎麼辦			
168	821195001512985	4	那可能要先去做補發喔	那可能要先去做補發喔	那你要先去做補發喔			
169	821195001512985	5	好好對OK	好好對OK	好bye			
170	821195001512985	6	好麻煩你喔謝謝再見	好麻煩你喔謝謝再見	好麻煩你喔謝謝再見			
171	821195001512985	7	謝謝byebye	謝謝byebye	謝謝byebye			
172	821195001512986	1	公路總局用路人服務中心您好敝姓陳很高興為您服務	公路總局用路人服務中心您好敝姓陳很高興為您服務	公路總局用路人服務中心您好敝姓陳很高興			
173	821195001512986	2	喂小姐你好我想請問一下	喂小姐你好我想請問一下	喂小姐你好我想請問			
174	821195001512986	3	我名下有兩台摩托車可是是我只有收到一其中一台的繳費單	我名下有兩台摩托車可是是我只有收到一其中一台的繳費單	我名下有兩台摩托車可以過期一台的繳費單			
175	821195001512986	4	那要怎麼處理	那要怎麼處理	那要怎麼			
176	821195001512986	5	是這邊先請教小姐貴姓怎麼稱呼	是這邊先請教小姐貴姓怎麼稱呼	是這邊小姐貴姓怎麼稱呼			
177	821195001512986	6	輸入您呃車主的身份證跟車牌	輸入您呃車主的身份證跟車牌	孫呃車主的身份車牌			
178	821195001512986	7	號碼就可以做補單了	號碼就可以做補單了	好麻煩初步			
179	821195001512986	8	就可以做補單	就可以做補單	可以補單			
180	821195001512986	9	那補單的話我可以去拿去繳嗎因為好像已經那個有繳費期限是不是	那補單的話我可以去拿去繳嗎因為好像已經那個有繳費期限是不是	那補單的話我可以去拿去繳嗎一好像已經那個有繳費期限是不是			
181	821195001512986	10	是補單的話就可以直接在超商繳沒關係	是補單的話就可以直接在超商繳沒關係	是補單的話就可以直接在超商繳沒關補單的話就可以直接在超商繳沒關係			
182	821195001512986	11	喔就可以繳吼	喔我就可以繳吼	呃我就可以繳吼			
183	821195001512986	12	好好謝謝您	好好謝謝您	好好謝謝謝謝您			
184	821195001512986	13	謝謝來電再見	謝謝來電再見	謝謝來電再見			
185	821195001512630	1	公路總局用路人服務中心敝姓常很高興為你服務	公路總局用路人服務中心敝姓常很高興為您服務	公司用路中心敝姓常很高興為您服務			
186	821195001512630	2	小姐你好我姓陳吼	小姐你好我姓陳吼	小姐我姓陳吼			
187	821195001512630	3	要帶上他的身份證加印章	要帶上他的身份證加印章	要帶上他的身份證加印章			
188	821195001512630	4	等一下我寫一下他本人的身份證	等一下我寫一下他本人的身份證	等一下我寫一下他本人的			
189	821195001512630	5	是還有你代辦人的身份證	是還有您代辦人的身份證	是還有您帶著您的身分證喔您代辦人的身份證			
190	821195001512630	6	代代理人的身份證跟印章	代代理人的身份證跟印章	唉李人的身份張			
191	821195001512630	7	啊多少錢	啊多少錢	呃先			
192	821195001512630	8	您稍等一下吼	您稍等一下吼	您稍等一下吼			
193	821195001512630	9	是汽車還是機車	四汽車還是機車	是汽車還是機車			
194	821195001512630	10	唉中和的話是靠近板橋監理站嘛吼	唉中和的話是靠近板橋監理站然後	唉的話是靠近板橋監理站然後			
195	821195001512630	11	所以我要去板橋監理吼	所以我要去板橋監理吼	所以我要去板橋喔去辦監理吼			
196	821195001512630	12	啊住址你可以給我們	啊住址你可以給我們	八點一可以給我們			
197	821195001512630	13	板橋監理站的電地址嗎	板橋監理站的電地址嗎	板橋簡單的電地址嗎			
198	821195001512630	14	好您稍等一下吼嗯等一下喔監理站他在中和區中山路三段	好您稍等一下吼嗯等一下喔監理站他在中和區中山路三段	好您一下吼嗯等一下喔監理站他在中和區中山路三段			
199	821195001512630	15	這是中和的還是板橋的	這是中和的還是板橋的	這是中和的好笑的的還是板橋的			
200	821195001512630	16	他是板橋監理站可是他地址是新北市中和區中山路三段	他是板橋監理站可是他地址是新北市中和區中山路三段	他是板橋監理站可是他地址是新北市中和區中山路三段			
201	821195001512630	17	新北市中和區中山路三段	新北市中和區中山路三段	新北市中和區中山路三段新北市中和區中山路三段			
202	821195001512630	18	一百一十六號	一百一十六號	一百一十六號			
203	821195001512630	19	一百一十六號	一百一十六號	一百一十六號			
204	821195001512630	20	中中和區中山路三段一百一十六號啊電話呢	中中和區中山路三段一百一十六號啊電話呢	中和區中山路三段一百一十六號啊電話呢			
205	821195001512630	21	電話是零二	電話是零二	點嘿			
206	821195001512630	22	唉四個二二二二二	唉是這個二二二二嘿	byebye			
207	821195001512630	23	二二二二二二	嘿嘿嘿嘿嘿嘿	嘿嘿嘿			
208	821195001512630	24	七八三五	七八三五	三五			
209	821195001512630	25	二二七八三五好	二二七八三五吼	二二七八三五吼			
210	821195001512630	26	好那我就直接打電話去那邊問就好啦	好那我就直接打電話去那邊問就好嗎	好那我直接打電話去那邊問繳			
211	821195001512630	27	好麻煩您	好麻煩您	嗯			
212	821195001512630	28	不好意思喔吼謝謝再	不好意思喔吼謝謝再	不好意思謝謝再			
213	821195001512987	1	管科您好	管科您好	管您好您好			
214	821195001512987	2	長官您好用路人是我要詢問營業的小客車	長官您好用路人是我要詢問營業的小客車	長官您好用路人要營業的小客車			
215	821195001512987	3	要過給要過戶那他要改成自用車過給別人的話	要過給要過戶那他要改成自用車過給別人的話	要過給要過戶要改成職業人的話			
216	821195001512987	4	要帶什麼文件	要帶什麼文件	要的文件什麼文件			
217	821195001512987	5	公司公公司	公司公公司	公司公共			
218	821195001512987	6	對公司的市府函跟變更登記表	對公司的市府函跟變更登記表	對公司的市府函跟變更登記表四的市府函跟變更登記表			
219	821195001512987	7	他是個個人	他是個個人	他是那個可以			
220	821195001512987	8	喔他是個人計程車	喔他是個人計程車	喔他是個人機車			
221	821195001512987	9	我我我要給你車號嗎	我我我要給你車號嗎	我我要給你車號			
222	821195001512987	10	喔好啊你稍等一下喔	喔好啊你稍等一下喔	您稍等一下喔			
223	821195001512987	11	請問車號是唉	請問車號是唉	請問車號是嗯車號是唉			
224	821195001512987	12	車號是八六五	車號是八六五	車號八六五八六五			
225	821195001512987	13	dashWE	唉再然後有一	然後有一帶然後有一			
226	821195001512987	14	YE好稍等一下喔	RYE好稍等一下喔	RY一號下喔			
227	821195001512987	15	唉不好意思稍等一下喔	唉不好意思稍等一下喔	好意思稍等一下喔			
228	821195001512672	1	公路總局用路人服務中心您好敝姓吳很高興為您服務	公路總局用路人服務中心您好敝姓吳很高興為您服務	公路總局用路人服務中心敝姓吳很高興為您服務			
229	821195001512672	2	小姐您好	小姐您好	是要您好			
230	821195001512672	3	請教一下那個補發行照的話需要帶什麼東西	請教一下那個補發行照的話需要帶什麼東西	請教一下那個補發行照的話需要帶東西			
231	821195001512672	4	先請教小姐貴姓怎麼稱呼	先請教小姐貴姓怎麼稱呼	蕭小姐怎麼稱呼			
232	821195001512672	5	李小姐您好	Z小姐您好	Z小姐您好			
233	821195001512672	6	李小姐請問是汽車行照還是機車的行照	李小姐請問是汽車行照還是機車的行照	李小姐請問是請教還是機車的行照			
234	821195001512672	7	機車好如果說是車主親自辦理的話請帶身份證正本	機車好如果說是車主親自辦理的話請帶身份證正本	機車好如果說車主親自辦理的話請帶身份證正本			
235	821195001512672	8	吼然後印章	好然後印章	好這樣			
236	821195001512672	9	對然後最後就是那個呃行照費用一百五十元	對然後最後就是那個呃行照費用一百五十元	對然後您那個呃行照費用一百五十元			
237	821195001512672	10	呃然後如果是請別人委託呃委託別人嘿	呃然後如果是請別人委託呃委託別人嘿	呃然後如果是請別人委託呃委託別人嘿			
238	821195001512672	11	然後帶那個車主不用寫委託書	然後帶那個車主不用寫委託書	然後帶那個車主不用書			
239	821195001512672	12	那只要再多代辦人身份證正本這樣就好	那只要再多代辦人身份證正本這樣就好	那只要再多代辦人身份證正本這樣就好			
240	821195001512672	13	呃所以就是雙方的正本的身份證	呃所以就是雙方的正本的身份證	呃所以就是雙方的正本的身份			
241	821195001512672	14	然後印章要嗎	然後印章繳嗎	然後繳嗎			
242	821195001512672	15	印呃代辦人不用車主要	金額代辦人不用車主要	嗯對			
243	821195001512672	16	喔車主的印章要	喔我車主的印章繳	喔這樣繳			
244	821195001512672	17	那一樣是強制卡那個	那一樣是強制他那個	那一樣是強制他那只是他那個			
245	821195001512672	18	嗯對對對	嗯對對對	嘿對			
246	821195001512672	19	好OK那直接到那個櫃檯那邊辦	好都可以拿直接到哪個櫃檯那邊辦	好都可以那請請問一下那邊辦			
